"","ppm","state","USA_region","source","mgstr","bulk_purchase","fac_mgstr"
"437",0.7,"Washington","West","Personal",10,"Bulk","10"
"438",0.6,"California","West","Personal",10,"Not Bulk","10"
"439",1,"Georgia","South","No Input",10,"Not Bulk","10"
"440",0.3,"California","West","Personal",10,"Bulk","10"
"441",1,"New Hampshire","Northeast","Personal",10,"Not Bulk","10"
"442",2,"Maryland","South","Personal",5,"Not Bulk","5"
"443",2,"North Carolina","South","Personal",5,"Not Bulk","5"
"444",1,"Texas","South","Heard it",10,"Not Bulk","10"
"445",0.5,"New York","Northeast","Personal",10,"Bulk","10"
"446",2,"New York","Northeast","Heard it",5,"Not Bulk","5"
"447",1,"Washington","West","Personal",10,"Not Bulk","10"
"448",1,"Illinois","Midwest","Personal",40,"Not Bulk","40"
"449",1,"Pennsylvania","Northeast","Personal",5,"Bulk","5"
"450",0.2,"Nevada","West","Personal",10,"Bulk","10"
"451",0.5,"California","West","No Input",10,"Not Bulk","10"
"452",0.5,"Florida","South","Personal",10,"Not Bulk","10"
"453",1,"New York","Northeast","Personal",40,"Not Bulk","40"
"454",1,"New York","Northeast","Heard it",40,"Not Bulk","40"
"455",1,"Arkansas","South","No Input",10,"Not Bulk","10"
"456",1,"Maryland","South","No Input",10,"Not Bulk","10"
"457",1,"Texas","South","Personal",10,"Bulk","10"
"458",1,"Tennessee","South","Personal",10,"Not Bulk","10"
"459",1,"Washington","West","No Input",10,"Not Bulk","10"
"460",0.6,"Florida","South","Personal",10,"Bulk","10"
"461",1,"Tennessee","South","No Input",10,"Bulk","10"
"462",0.3,"California","West","Heard it",10,"Not Bulk","10"
"463",0.8,"Florida","South","Personal",10,"Not Bulk","10"
"464",0.5,"Texas","South","No Input",40,"Not Bulk","40"
"465",1,"Arizona","West","No Input",5,"Not Bulk","5"
"466",0.5,"Missouri","Midwest","No Input",10,"Not Bulk","10"
"467",1,"Texas","South","Personal",10,"Not Bulk","10"
"468",0.4,"Arizona","West","Heard it",10,"Not Bulk","10"
"469",1,"Utah","West","No Input",10,"Not Bulk","10"
"470",0.4,"New York","Northeast","Personal",10,"Not Bulk","10"
"471",0.4,"Nevada","West","Personal",10,"Not Bulk","10"
"472",1,"Pennsylvania","Northeast","Personal",10,"Not Bulk","10"
"473",1,"Massachusetts","Northeast","No Input",10,"Not Bulk","10"
"474",0.7,"Michigan","Midwest","Personal",10,"Not Bulk","10"
"475",0.5,"California","West","Personal",10,"Not Bulk","10"
"476",0.25,"North Carolina","South","No Input",40,"Not Bulk","40"
"477",1,"Maryland","South","No Input",10,"Not Bulk","10"
"478",1,"Pennsylvania","Northeast","Personal",10,"Not Bulk","10"
"479",0.5,"Alabama","South","No Input",10,"Not Bulk","10"
"480",1,"Arkansas","South","Personal",10,"Not Bulk","10"
"481",0.2,"California","West","Heard it",5,"Bulk","5"
"482",0.5,"Missouri","Midwest","Personal",10,"Not Bulk","10"
"483",1,"Texas","South","Personal",40,"Not Bulk","40"
"484",1.3,"Texas","South","Personal",10,"Not Bulk","10"
"485",0.2,"Georgia","South","Personal",10,"Bulk","10"
"486",1.2,"Michigan","Midwest","No Input",10,"Not Bulk","10"
"487",1,"Florida","South","No Input",10,"Not Bulk","10"
"488",2,"Michigan","Midwest","Personal",10,"Not Bulk","10"
"489",1,"Iowa","Midwest","No Input",10,"Bulk","10"
"490",0.7,"Mississippi","South","No Input",10,"Not Bulk","10"
"491",0.8,"Maryland","South","No Input",10,"Bulk","10"
"492",0.4,"New Jersey","Northeast","Personal",10,"Bulk","10"
"493",0.5,"Texas","South","Heard it",10,"Not Bulk","10"
"494",2,"Florida","South","Heard it",5,"Bulk","5"
"495",0.4,"Nevada","West","Personal",10,"Bulk","10"
"496",1,"Alabama","South","No Input",10,"Not Bulk","10"
"497",0.666,"California","West","No Input",5,"Not Bulk","5"
"498",0.5,"Illinois","Midwest","Heard it",10,"Not Bulk","10"
"499",1.6,"Virginia","South","Personal",5,"Not Bulk","5"
"500",0.8,"New York","Northeast","Heard it",10,"Bulk","10"
"501",0.2,"Arizona","West","Personal",10,"Not Bulk","10"
"502",1,"Pennsylvania","Northeast","No Input",10,"Not Bulk","10"
"503",1,"Virginia","South","Heard it",10,"Not Bulk","10"
"504",0.75,"Florida","South","Heard it",40,"Not Bulk","40"
"505",1,"Missouri","Midwest","Heard it",10,"Not Bulk","10"
"506",0.32,"California","West","Heard it",5,"Bulk","5"
"507",1,"Michigan","Midwest","No Input",5,"Not Bulk","5"
"508",2,"Arizona","West","No Input",10,"Not Bulk","10"
"509",1,"South Carolina","South","Personal",10,"Not Bulk","10"
"510",1,"Colorado","West","Personal",10,"Not Bulk","10"
"511",1,"Georgia","South","Heard it",10,"Not Bulk","10"
"512",0.1,"New York","Northeast","Personal",10,"Bulk","10"
"513",1,"Tennessee","South","Heard it",10,"Not Bulk","10"
"514",0.5,"Illinois","Midwest","Personal",40,"Not Bulk","40"
"515",0.5,"Texas","South","No Input",10,"Bulk","10"
"516",1.3,"Louisiana","South","Personal",10,"Not Bulk","10"
"517",0.9,"Michigan","Midwest","No Input",10,"Not Bulk","10"
"518",1,"Florida","South","No Input",10,"Not Bulk","10"
"519",0.8,"Kentucky","South","Heard it",10,"Not Bulk","10"
"520",1,"Oregon","West","Personal",10,"Not Bulk","10"
"521",0.5,"Pennsylvania","Northeast","No Input",10,"Not Bulk","10"
"522",0.5,"Texas","South","Personal",10,"Not Bulk","10"
"523",1,"California","West","No Input",5,"Not Bulk","5"
"524",1,"Florida","South","Heard it",10,"Bulk","10"
"525",1,"Ohio","Midwest","No Input",10,"Not Bulk","10"
"526",0.5,"California","West","Personal",10,"Not Bulk","10"
"527",0.2,"Ohio","Midwest","Personal",10,"Bulk","10"
"528",1.5,"Indiana","Midwest","Personal",10,"Not Bulk","10"
"529",1,"Florida","South","No Input",10,"Not Bulk","10"
"530",0.6,"Georgia","South","Personal",10,"Not Bulk","10"
"531",1,"Idaho","West","No Input",10,"Not Bulk","10"
"532",1,"New York","Northeast","No Input",10,"Not Bulk","10"
"533",1,"Illinois","Midwest","Personal",10,"Not Bulk","10"
"534",1,"Kansas","Midwest","No Input",10,"Not Bulk","10"
"535",1,"Texas","South","No Input",10,"Not Bulk","10"
"536",0.5,"Utah","West","Personal",10,"Not Bulk","10"
"537",1,"Delaware","South","Personal",10,"Not Bulk","10"
"538",2,"Oregon","West","No Input",10,"Not Bulk","10"
"539",1,"Georgia","South","Heard it",10,"Not Bulk","10"
"540",1,"Minnesota","Midwest","Internet",5,"Bulk","5"
"541",1,"California","West","No Input",40,"Not Bulk","40"
"542",0.5,"Oregon","West","Personal",10,"Not Bulk","10"
"543",0.5,"Michigan","Midwest","Heard it",10,"Bulk","10"
"544",2,"California","West","No Input",10,"Bulk","10"
"545",0.7,"Alaska","West","No Input",10,"Not Bulk","10"
"546",0.7,"Michigan","Midwest","Personal",10,"Not Bulk","10"
"547",1,"Arkansas","South","No Input",10,"Not Bulk","10"
"548",1,"Maryland","South","Heard it",5,"Not Bulk","5"
"549",0.7,"Arkansas","South","Personal",10,"Not Bulk","10"
"550",0.3,"California","West","Personal",10,"Not Bulk","10"
"551",0.5,"Texas","South","Personal",10,"Bulk","10"
"552",0.5,"Oklahoma","South","Heard it",10,"Not Bulk","10"
"553",0.5,"Ohio","Midwest","No Input",10,"Not Bulk","10"
"554",0.8,"Indiana","Midwest","No Input",10,"Not Bulk","10"
"555",0.6,"California","West","Heard it",5,"Not Bulk","5"
"556",0.5,"Pennsylvania","Northeast","No Input",10,"Not Bulk","10"
"557",0.5,"California","West","Personal",10,"Not Bulk","10"
"558",1.5,"Texas","South","No Input",10,"Not Bulk","10"
"559",1,"Texas","South","No Input",10,"Not Bulk","10"
"560",0.3,"California","West","Personal",10,"Not Bulk","10"
"561",0.3,"Pennsylvania","Northeast","Personal",10,"Bulk","10"
"562",0.08,"Pennsylvania","Northeast","Heard it",10,"Not Bulk","10"
"563",1,"California","West","Personal",5,"Not Bulk","5"
"564",2,"Maryland","South","No Input",10,"Not Bulk","10"
"565",1.5,"Louisiana","South","Heard it",10,"Not Bulk","10"
"566",0.5,"California","West","Heard it",10,"Bulk","10"
"567",1,"Washington","West","No Input",10,"Not Bulk","10"
"568",0.3,"Oregon","West","Internet",10,"Bulk","10"
"569",1,"Texas","South","No Input",10,"Not Bulk","10"
"570",1,"Georgia","South","No Input",10,"Not Bulk","10"
"571",1.6,"California","West","Heard it",5,"Not Bulk","5"
"572",0.5,"Maryland","South","Heard it",10,"Not Bulk","10"
"573",0.3,"California","West","No Input",10,"Not Bulk","10"
"574",0.8,"Missouri","Midwest","No Input",10,"Not Bulk","10"
"575",0.3,"Michigan","Midwest","No Input",10,"Not Bulk","10"
"576",0.1,"Arkansas","South","No Input",10,"Not Bulk","10"
"577",0.5,"California","West","Personal",40,"Not Bulk","40"
"578",0.125,"Arizona","West","No Input",40,"Not Bulk","40"
"579",1,"Virginia","South","No Input",10,"Not Bulk","10"
"580",1,"Pennsylvania","Northeast","Heard it",10,"Bulk","10"
"581",0.2,"California","West","Heard it",10,"Not Bulk","10"
"582",0.6,"Nevada","West","No Input",5,"Not Bulk","5"
"583",0.7,"Georgia","South","No Input",10,"Not Bulk","10"
"584",1.1,"Oregon","West","Internet",10,"Bulk","10"
"585",0.5,"Massachusetts","Northeast","No Input",10,"Not Bulk","10"
"586",0.125,"New Hampshire","Northeast","No Input",40,"Not Bulk","40"
"587",0.1,"Pennsylvania","Northeast","Heard it",10,"Not Bulk","10"
"588",1,"Massachusetts","Northeast","Personal",10,"Not Bulk","10"
"589",0.1,"Indiana","Midwest","Heard it",10,"Not Bulk","10"
"590",0.5,"Massachusetts","Northeast","No Input",10,"Not Bulk","10"
"591",0.5,"Michigan","Midwest","No Input",10,"Not Bulk","10"
"592",0.5,"Missouri","Midwest","Personal",10,"Not Bulk","10"
"593",0.8,"Maryland","South","No Input",40,"Not Bulk","40"
"594",1,"Pennsylvania","Northeast","Personal",10,"Not Bulk","10"
"595",0.5,"Delaware","South","No Input",10,"Not Bulk","10"
"596",0.15,"New York","Northeast","No Input",10,"Not Bulk","10"
"597",0.5,"Michigan","Midwest","No Input",10,"Not Bulk","10"
"598",0.1,"Oregon","West","Personal",10,"Not Bulk","10"
"599",0.2,"New York","Northeast","Internet",5,"Not Bulk","5"
"600",0.5,"New York","Northeast","No Input",10,"Bulk","10"
"601",0.7,"Kansas","Midwest","No Input",10,"Not Bulk","10"
"602",0.5,"Florida","South","Personal",10,"Not Bulk","10"
"603",0.6,"Michigan","Midwest","No Input",10,"Not Bulk","10"
"604",1.5,"Louisiana","South","No Input",10,"Not Bulk","10"
"605",1,"North Carolina","South","Personal",10,"Not Bulk","10"
"606",0.5,"Texas","South","No Input",10,"Not Bulk","10"
"607",0.5,"North Carolina","South","No Input",10,"Not Bulk","10"
"608",1,"South Carolina","South","Personal",10,"Not Bulk","10"
"609",1,"Illinois","Midwest","No Input",10,"Not Bulk","10"
"610",1,"New Jersey","Northeast","No Input",10,"Not Bulk","10"
"611",0.75,"Louisiana","South","Personal",40,"Not Bulk","40"
"612",1,"Kentucky","South","Personal",5,"Bulk","5"
"613",1,"Texas","South","Personal",10,"Not Bulk","10"
"614",0.5,"Oklahoma","South","Heard it",10,"Not Bulk","10"
"615",0.5,"Oklahoma","South","No Input",10,"Not Bulk","10"
"616",2,"Colorado","West","No Input",5,"Not Bulk","5"
"617",1,"Maryland","South","Personal",10,"Not Bulk","10"
"618",1,"Florida","South","Personal",10,"Not Bulk","10"
"619",1,"Maryland","South","Personal",10,"Not Bulk","10"
"620",1,"Massachusetts","Northeast","No Input",10,"Not Bulk","10"
"621",2,"Tennessee","South","No Input",10,"Not Bulk","10"
"622",0.7,"Washington","West","Heard it",10,"Not Bulk","10"
"623",0.2,"Arizona","West","Personal",10,"Bulk","10"
"624",1,"New York","Northeast","Personal",10,"Not Bulk","10"
"625",1,"Idaho","West","Heard it",5,"Not Bulk","5"
"626",0.2,"Minnesota","Midwest","No Input",5,"Not Bulk","5"
"627",2,"Washington","West","No Input",5,"Not Bulk","5"
"628",1.5,"Idaho","West","Personal",10,"Not Bulk","10"
"629",0.75,"Maryland","South","No Input",40,"Not Bulk","40"
"630",1.5,"Virginia","South","Personal",10,"Not Bulk","10"
"631",0.5,"Massachusetts","Northeast","Personal",10,"Bulk","10"
"632",0.5,"Massachusetts","Northeast","Personal",10,"Bulk","10"
"633",1,"New Hampshire","Northeast","Personal",10,"Bulk","10"
"634",0.125,"Ohio","Midwest","Heard it",40,"Not Bulk","40"
"635",0.2,"Ohio","Midwest","No Input",5,"Not Bulk","5"
"636",0.3,"Georgia","South","Personal",10,"Bulk","10"
"637",1,"Florida","South","Internet",5,"Bulk","5"
"638",1,"California","West","No Input",10,"Not Bulk","10"
"639",0.2,"Ohio","Midwest","Personal",5,"Bulk","5"
"640",0.85,"Louisiana","South","Personal",10,"Not Bulk","10"
"641",1,"Washington","West","No Input",5,"Not Bulk","5"
"642",0.7,"California","West","Personal",10,"Not Bulk","10"
"643",0.375,"Washington","West","Personal",40,"Not Bulk","40"
"644",0.5,"Indiana","Midwest","Personal",10,"Not Bulk","10"
"645",1.2,"Louisiana","South","No Input",10,"Not Bulk","10"
"646",1.2,"Louisiana","South","Personal",10,"Not Bulk","10"
"647",1,"Pennsylvania","Northeast","Personal",10,"Not Bulk","10"
"648",1,"Pennsylvania","Northeast","Heard it",10,"Bulk","10"
"649",1,"New Jersey","Northeast","Heard it",10,"Bulk","10"
"650",1,"Arizona","West","No Input",5,"Not Bulk","5"
"651",0.7,"Ohio","Midwest","No Input",10,"Not Bulk","10"
"652",1,"Michigan","Midwest","No Input",5,"Not Bulk","5"
"653",0.8,"Wisconsin","Midwest","No Input",10,"Not Bulk","10"
"654",1,"Wisconsin","Midwest","Personal",5,"Not Bulk","5"
"655",1.5,"Washington","West","Heard it",10,"Not Bulk","10"
"656",0.5,"New York","Northeast","No Input",10,"Bulk","10"
"657",0.2,"Rhode Island","Northeast","No Input",5,"Not Bulk","5"
"658",1,"Rhode Island","Northeast","No Input",5,"Not Bulk","5"
"659",0.5,"North Carolina","South","Personal",10,"Not Bulk","10"
"660",1,"Maryland","South","No Input",10,"Not Bulk","10"
"661",0.5,"Nevada","West","Personal",10,"Bulk","10"
"662",0.35,"California","West","Heard it",10,"Bulk","10"
"663",0.8,"New York","Northeast","Heard it",10,"Not Bulk","10"
"664",2,"Texas","South","No Input",10,"Not Bulk","10"
"665",0.5,"Wisconsin","Midwest","Personal",10,"Not Bulk","10"
"666",0.8,"Texas","South","No Input",10,"Not Bulk","10"
"667",0.25,"California","West","No Input",10,"Bulk","10"
"668",0.8,"Oregon","West","No Input",10,"Not Bulk","10"
"669",0.8,"Oregon","West","No Input",10,"Not Bulk","10"
"670",1,"California","West","No Input",5,"Not Bulk","5"
"671",0.3,"Washington","West","Personal",10,"Not Bulk","10"
"672",0.3125,"Illinois","Midwest","Personal",40,"Not Bulk","40"
"673",0.7,"Alabama","South","Personal",10,"Not Bulk","10"
"674",0.3,"Colorado","West","Heard it",10,"Bulk","10"
"675",0.5,"North Carolina","South","Personal",10,"Bulk","10"
"676",0.25,"Illinois","Midwest","Heard it",40,"Not Bulk","40"
"677",1.475,"Illinois","Midwest","No Input",40,"Not Bulk","40"
"678",0.8,"Oregon","West","Heard it",5,"Not Bulk","5"
"679",0.6,"Maine","Northeast","No Input",10,"Not Bulk","10"
"680",0.3,"Illinois","Midwest","Personal",10,"Bulk","10"
"681",0.4,"Colorado","West","No Input",5,"Not Bulk","5"
"682",1,"California","West","Internet",5,"Not Bulk","5"
"683",0.875,"Illinois","Midwest","Heard it",40,"Not Bulk","40"
"684",1,"Kentucky","South","Heard it",10,"Not Bulk","10"
"685",0.00025,"Tennessee","South","Internet",40,"Not Bulk","40"
"686",1,"Florida","South","No Input",10,"Not Bulk","10"
"687",0.5,"Minnesota","Midwest","No Input",10,"Not Bulk","10"
"688",0.7,"Colorado","West","Heard it",10,"Not Bulk","10"
"689",0.8,"Ohio","Midwest","Heard it",10,"Bulk","10"
"690",0.5,"Alabama","South","Personal",10,"Not Bulk","10"
"691",1,"Maine","Northeast","Heard it",10,"Not Bulk","10"
"692",1.6,"Oregon","West","No Input",5,"Not Bulk","5"
"693",1,"Kansas","Midwest","Heard it",10,"Not Bulk","10"
"694",0.5,"California","West","Heard it",10,"Not Bulk","10"
"695",1,"Florida","South","Personal",10,"Not Bulk","10"
"696",1,"California","West","Personal",10,"Not Bulk","10"
"697",0.5,"California","West","Personal",10,"Not Bulk","10"
"698",1,"New Jersey","Northeast","No Input",10,"Not Bulk","10"
"699",0.2,"Oregon","West","No Input",5,"Bulk","5"
"700",1,"Washington","West","Personal",10,"Not Bulk","10"
"701",0.5,"Maryland","South","No Input",40,"Not Bulk","40"
"702",0.5,"Illinois","Midwest","Personal",10,"Not Bulk","10"
"703",1,"Washington","West","Personal",10,"Not Bulk","10"
"704",1,"North Carolina","South","Personal",10,"Not Bulk","10"
"705",1,"Arizona","West","Heard it",10,"Not Bulk","10"
"706",1,"Florida","South","Heard it",5,"Not Bulk","5"
"707",1,"North Carolina","South","Personal",5,"Not Bulk","5"
"708",0.4,"Oregon","West","Internet",5,"Not Bulk","5"
"709",1,"Pennsylvania","Northeast","Personal",5,"Bulk","5"
"710",1,"Minnesota","Midwest","Heard it",10,"Bulk","10"
"711",1,"Indiana","Midwest","Heard it",10,"Not Bulk","10"
"712",1,"California","West","Personal",5,"Bulk","5"
"713",2,"Alaska","West","Heard it",10,"Bulk","10"
"714",2,"New Jersey","Northeast","Heard it",10,"Not Bulk","10"
"715",0.8,"Arkansas","South","Personal",10,"Not Bulk","10"
"716",0.8,"Florida","South","Heard it",10,"Not Bulk","10"
"717",0.5,"New York","Northeast","No Input",10,"Not Bulk","10"
"718",2,"New Mexico","West","No Input",10,"Not Bulk","10"
"719",1,"Oklahoma","South","Personal",10,"Not Bulk","10"
"720",0.5,"Utah","West","No Input",10,"Not Bulk","10"
"721",0.5,"Texas","South","Heard it",10,"Not Bulk","10"
"722",1,"Indiana","Midwest","No Input",10,"Not Bulk","10"
"723",0.5,"California","West","Heard it",10,"Not Bulk","10"
"724",1,"Tennessee","South","No Input",5,"Not Bulk","5"
"725",0.5,"Florida","South","Personal",10,"Not Bulk","10"
"726",1.2,"New York","Northeast","No Input",5,"Not Bulk","5"
"727",0.8,"California","West","Heard it",5,"Bulk","5"
"728",0.025,"Missouri","Midwest","Heard it",40,"Not Bulk","40"
"729",0.125,"Missouri","Midwest","Personal",40,"Not Bulk","40"
"730",1,"Texas","South","Personal",5,"Not Bulk","5"
"731",0.5,"California","West","Heard it",10,"Not Bulk","10"
"732",1.6,"New York","Northeast","No Input",5,"Not Bulk","5"
"733",0.5,"Indiana","Midwest","No Input",10,"Not Bulk","10"
"734",1,"Tennessee","South","Personal",10,"Not Bulk","10"
"735",0.5,"Washington","West","Personal",10,"Not Bulk","10"
"736",0.5,"Tennessee","South","Personal",10,"Not Bulk","10"
"737",0.275,"Pennsylvania","Northeast","No Input",10,"Not Bulk","10"
"738",0.5,"California","West","Personal",10,"Not Bulk","10"
"739",1,"Massachusetts","Northeast","Personal",10,"Bulk","10"
"740",2,"Arkansas","South","Personal",10,"Bulk","10"
"741",0.5,"California","West","Internet",10,"Bulk","10"
"742",1.5,"California","West","Internet",10,"Not Bulk","10"
"743",0.5,"Alabama","South","Personal",10,"Not Bulk","10"
"744",1,"Massachusetts","Northeast","Personal",10,"Not Bulk","10"
"745",1,"Missouri","Midwest","Personal",10,"Not Bulk","10"
"746",1,"New York","Northeast","No Input",10,"Not Bulk","10"
"747",0.8,"Pennsylvania","Northeast","Heard it",10,"Not Bulk","10"
"748",1,"Texas","South","No Input",10,"Not Bulk","10"
"749",0.2,"Ohio","Midwest","Personal",5,"Not Bulk","5"
"750",0.2,"California","West","Personal",10,"Not Bulk","10"
"751",0.8,"Washington","West","No Input",10,"Not Bulk","10"
"752",0.125,"Texas","South","Personal",40,"Not Bulk","40"
"753",0.875,"Tennessee","South","Personal",40,"Not Bulk","40"
"754",1.6,"Mississippi","South","Personal",5,"Not Bulk","5"
"755",0.5,"California","West","Personal",10,"Not Bulk","10"
"756",0.8,"Florida","South","Heard it",10,"Bulk","10"
"757",1,"South Carolina","South","Personal",10,"Not Bulk","10"
"758",0.75,"Washington","West","Personal",10,"Bulk","10"
"759",1,"Texas","South","Personal",10,"Not Bulk","10"
"760",2,"California","West","Heard it",5,"Not Bulk","5"
"761",1.5,"New York","Northeast","Personal",10,"Not Bulk","10"
"762",0.6,"Michigan","Midwest","No Input",5,"Bulk","5"
"763",0.4,"Ohio","Midwest","Personal",5,"Bulk","5"
"764",0.666,"California","West","No Input",5,"Not Bulk","5"
"765",1,"West Virginia","South","Personal",10,"Not Bulk","10"
"766",2,"Tennessee","South","Internet",5,"Not Bulk","5"
"767",0.5,"Michigan","Midwest","No Input",10,"Not Bulk","10"
"768",1,"New York","Northeast","No Input",10,"Not Bulk","10"
"769",0.2,"California","West","Personal",10,"Bulk","10"
"770",1,"Minnesota","Midwest","Internet",5,"Not Bulk","5"
"771",0.3,"California","West","No Input",10,"Not Bulk","10"
"772",1,"Louisiana","South","Heard it",10,"Not Bulk","10"
"773",1,"Pennsylvania","Northeast","Heard it",10,"Not Bulk","10"
"774",0.7,"Florida","South","Heard it",10,"Not Bulk","10"
